Bet Group: 1022 Darnell Mooney
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-22,Darnell Mooney,CHI,4,$0.40,360,L,4.6,$1.44,360.0
2023-10-22,Darnell Mooney,CHI,5,$0.20,925,L,10.25,$1.85,925.0
2023-10-22,Darnell Mooney,CHI,6,$0.20,1600,L,17.0,$3.20,1600.0
Minimum ROI:, 360.0
Average ROI:, 961.6666666666666

Bet Group: 1022 Luke Musgrave
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-22,Luke Musgrave,GB,5,$0.40,240,L,3.4,$0.96,240.0
2023-10-22,Luke Musgrave,GB,6,$0.20,525,L,6.25,$1.05,525.0
2023-10-22,Luke Musgrave,GB,7,$0.20,1125,L,12.25,$2.25,1125.0
Minimum ROI:, 240.0
Average ROI:, 630.0

Bet Group: 1022 Mark Andrews
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-22,Mark Andrews,BAL,6,$0.60,215,L,3.15,$1.29,215.0
2023-10-22,Mark Andrews,BAL,7,$0.20,425,L,5.25,$0.85,425.0
2023-10-22,Mark Andrews,BAL,8,$0.20,825,L,9.25,$1.65,825.0
Minimum ROI:, 215.0
Average ROI:, 488.3333333333333

Bet Group: 1022 Michael Mayer
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-22,Michael Mayer,LV,4,$0.20,390,L,4.9,$0.78,390.0
2023-10-22,Michael Mayer,LV,5,$0.20,1025,L,11.25,$2.05,1025.0
Minimum ROI:, 390.0
Average ROI:, 707.5

Bet Group: 1029 Breece Hall
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Breece Hall,NYJ,5,$0.20,525,W,6.25,$1.05,525.0
Minimum ROI:, 525.0
Average ROI:, 525.0

Bet Group: 1029 Cam Akers
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Cam Akers,MIN,4,$0.20,1425,L,15.25,$2.85,1425.0
Minimum ROI:, 1425.0
Average ROI:, 1425.0

Bet Group: 1029 Darnell Mooney
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Darnell Mooney,CHI,4,$0.40,270,L,3.7,$1.08,270.0
2023-10-29,Darnell Mooney,CHI,5,$0.20,650,L,7.5,$1.30,650.0
2023-10-29,Darnell Mooney,CHI,6,$0.20,1450,L,15.5,$2.90,1450.0
Minimum ROI:, 270.0
Average ROI:, 790.0

Bet Group: 1029 Demario Douglas
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Demario Douglas,NE,5,$0.20,575,W,6.75,$1.15,575.0
Minimum ROI:, 575.0
Average ROI:, 575.0

Bet Group: 1029 Emari Demarcado
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Emari Demarcado,ARI,5,$0.20,925,L,10.25,$1.85,925.0
Minimum ROI:, 925.0
Average ROI:, 925.0

Bet Group: 1029 Jauan Jennings
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Jauan Jennings,SF,5,$0.20,600,L,7.0,$1.20,600.0
Minimum ROI:, 600.0
Average ROI:, 600.0

Bet Group: 1029 Michael Gallup
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Michael Gallup,DAL,6,$0.20,675,L,7.75,$1.35,675.0
Minimum ROI:, 675.0
Average ROI:, 675.0

Bet Group: 1029 Odell Beckham
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Odell Beckham,BAL,5,$0.20,450,L,5.5,$0.90,450.0
2023-10-29,Odell Beckham,BAL,6,$0.20,1075,L,11.75,$2.15,1075.0
Minimum ROI:, 450.0
Average ROI:, 762.5

Bet Group: 1029 Roschon Johnson
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Roschon Johnson,CHI,4,$0.40,270,L,3.7,$1.08,270.0
2023-10-29,Roschon Johnson,CHI,5,$0.20,650,L,7.5,$1.30,650.0
2023-10-29,Roschon Johnson,CHI,6,$0.20,1450,L,15.5,$2.90,1450.0
Minimum ROI:, 270.0
Average ROI:, 790.0

Bet Group: 1029 Tyler Conklin
Date,Player,Team,Receptions,Amount,Odds,Result,decimal_odds,profit,ROI
2023-10-29,Tyler Conklin,NYJ,5,$0.20,330,L,4.3,$0.66,330.0
2023-10-29,Tyler Conklin,NYJ,6,$0.20,825,L,9.25,$1.65,825.0
Minimum ROI:, 330.0
Average ROI:, 577.5

