Date,Sportsbook,Sport,System,Notes,Pick,FreeBet,Amount,Odds,Result,PushAmount,bet_group,CleanedOdds,PotentialProfit,PotentialPayout,ImpliedProbability,Expected Value,ActualPayout
2023-08-25,DraftKings,College Football,Internet,,Pac 12 Champion- Oregon,N,0.1,381.0,L,,,381.0,0.38,0.48,21.0,0.92,-0.1
2023-10-02,DraftKings,Baseball,Intuition,,"Parlay of +1.5 games won spreads - Twins, Brewers, Phillies",N,0.1,-116.0,L,,,116.0,0.09,0.19,54.0,0.95,-0.1
2023-10-02,DraftKings,Baseball,Bart Parry,,Series Correct Number of Games - Phillies 2-0,N,0.1,180.0,W,,,180.0,0.18,0.28,36.0,0.94,0.28
2023-10-02,DraftKings,Baseball,Bart Parry,,Series Winner - Rangers,N,0.1,130.0,W,,,130.0,0.13,0.23,43.0,0.94,0.23
2023-10-02,DraftKings,Baseball,Bart Parry,,Series Winner - DBacks,N,0.1,140.0,W,,,140.0,0.14,0.24,42.0,0.94,0.24
2023-10-06,DraftKings,Baseball,Bart Parry,,Parlay - Dodgers and Braves to win series,N,0.1,130.0,L,,,130.0,0.13,0.23,43.0,0.94,-0.1
2023-10-07,DraftKings,Basketball,CBS,,PPG Leader- Devin Booker,N,0.1,5000.0,L,,2024 NBA PPG Leader,5000.0,5.0,5.1,2.0,0.9,-0.1
2023-10-07,DraftKings,Basketball,CBS,,Rebounds Per Game Leader- Nikola Jokic,N,0.1,360.0,L,,2024 NBA RPG Leader,360.0,0.36,0.46,22.0,0.92,-0.1
2023-10-07,DraftKings,Basketball,CBS,,PPG Leader- Shai Gilgeous Alexander,Y,0.1,400.0,L,,2024 NBA PPG Leader,400.0,0.4,0.4,20.0,0.92,0.0
2023-10-07,DraftKings,Basketball,CBS,,Rebounds Per Game Leader-  Rudy Gobert,N,0.1,400.0,L,,2024 NBA RPG Leader,400.0,0.4,0.5,20.0,0.92,-0.1
2023-10-08,DraftKings,Basketball,NBA Advanced Stats,,PPG Leader- Trae Young,N,0.1,10000.0,L,,2024 NBA PPG Leader,10000.0,10.0,10.1,1.0,0.9,-0.1
2023-10-08,DraftKings,Basketball,NBA Advanced Stats,,Rebounds Per Game Leader- Jonas Valaciunas,N,0.1,2800.0,L,,2024 NBA RPG Leader,2800.0,2.8,2.9,3.0,0.9,-0.1
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,World Series Exact Result- Phillies Beat Astros,N,0.1,650.0,L,,2023 MLB World Series Exact Result,650.0,0.65,0.75,13.0,0.91,-0.1
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,MLB Champion- Phillies,N,0.1,125.0,C,0.13,2023 MLB Champion,125.0,0.12,0.22,44.0,0.94,0.13
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,World Series Exact Result- Rangers Beat Phillies,N,0.1,700.0,L,,2023 MLB World Series Exact Result,700.0,0.7,0.8,12.0,0.91,-0.1
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,World Series Exact Result- Astros Beat DBacks,N,0.1,475.0,L,,2023 MLB World Series Exact Result,475.0,0.48,0.58,17.0,0.92,-0.1
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,MLB Champion- Rangers,N,0.1,120.0,C,0.01,2023 MLB Champion,120.0,0.12,0.22,45.0,0.94,0.01
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,World Series Exact Result- DBacks Beat Astros,N,0.1,800.0,L,,2023 MLB World Series Exact Result,800.0,0.8,0.9,11.0,0.91,-0.1
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,MLB Champion- DBacks,N,0.1,140.0,C,0.06,2023 MLB Champion,140.0,0.14,0.24,42.0,0.94,0.06
2023-10-12,DraftKings,Baseball,Wild Card Gets To World Series Angle,,World Series Exact Result- Astros Beat Phillies,N,0.1,550.0,L,,2023 MLB World Series Exact Result,550.0,0.55,0.65,15.0,0.92,-0.1
2023-10-15,DraftKings,Baseball,Favorable odds,Odds boost,ALCS Champion- Astros,N,0.1,-112.0,C,0.03,,112.0,0.09,0.19,53.0,0.95,0.03
2023-10-18,FanDuel,Basketball,Internet,Odds boost,Assists Per Game Leader - Nikola Jokic,N,0.1,850.0,L,,,850.0,0.85,0.95,11.0,0.91,-0.1
2023-10-23,FanDuel,Basketball,Neil Paine,,NBA Finals Matchup- Celtics and Suns,N,0.1,1170.0,L,,,1170.0,1.17,1.27,8.0,0.91,-0.1
2023-10-25,FanDuel,Baseball,Bart Parry,Odds boost,World Series - 5 games,N,0.1,415.0,W,,,415.0,0.42,0.52,19.0,0.92,0.52
2023-11-03,FanDuel,Baseball,Sheehan Newsletter,,MLB Champion- Reds,N,0.1,5000.0,C,0.1,2024 MLB Champion,5000.0,5.0,5.1,2.0,0.9,0.1
2023-11-12,DraftKings,Baseball,Sheehan Newsletter,,MLB Champion- Cubs,N,0.1,2800.0,C,0.09,2024 MLB Champion,2800.0,2.8,2.9,3.0,0.9,0.09
2023-11-12,DraftKings,Baseball,Sheehan Newsletter,,MLB Champion- Brewers,N,0.1,4000.0,C,0.09,2024 MLB Champion,4000.0,4.0,4.1,2.0,0.9,0.09
2023-11-12,DraftKings,Baseball,Sheehan Newsletter,,MLB Champion- Cardinals,N,0.1,4000.0,C,0.09,2024 MLB Champion,4000.0,4.0,4.1,2.0,0.9,0.09
2023-11-12,DraftKings,Baseball,Sheehan Newsletter,,MLB Champion- Guardians,N,0.1,6000.0,C,0.09,2024 MLB Champion,6000.0,6.0,6.1,2.0,0.9,0.09
2023-12-01,DraftKings,Football,Discord,,AFC North Champion - Cleveland Browns,Y,0.25,800.0,L,,,800.0,2.0,2.0,11.0,0.78,0.0
2023-12-01,Caesars,Baseball,Sheehan Newsletter,,NL Champion- Reds,N,0.1,2500.0,L,,2024 MLB NL Champion,2500.0,2.5,2.6,4.0,0.9,-0.1
2023-12-01,Caesars,Baseball,Sheehan Newsletter,,NL Champion- Cubs,N,0.1,1200.0,L,,2024 MLB NL Champion,1200.0,1.2,1.3,8.0,0.91,-0.1
2023-12-01,Caesars,Baseball,Sheehan Newsletter,,NL Champion- Brewers,N,0.1,1700.0,P,,2024 MLB NL Champion,1700.0,1.7,1.8,6.0,0.91,0.0
2023-12-01,Caesars,Baseball,Sheehan Newsletter,,NL Champion- Cardinals,N,0.1,1200.0,L,,2024 MLB NL Champion,1200.0,1.2,1.3,8.0,0.91,-0.1
2023-12-01,Caesars,Baseball,Sheehan Newsletter,,AL Champion- Guardians,N,0.1,2200.0,P,,2024 MLB AL Chamption,2200.0,2.2,2.3,4.0,0.9,0.0
2023-12-04,FanDuel,Basketball,KenPom,High defensive rating,ACC Champion- Virginia,N,0.1,650.0,C,0.1,,650.0,0.65,0.75,13.0,0.91,0.1
2023-12-04,FanDuel,Basketball,KenPom,High defensive rating,Big 12 Champion - BYU,N,0.1,1000.0,C,0.1,,1000.0,1.0,1.1,9.0,0.91,0.1
2023-12-04,FanDuel,Basketball,KenPom,High defensive rating,SEC Champion- Mississippi State,N,0.1,1400.0,L,,2024 NCAAB SEC Champion,1400.0,1.4,1.5,7.0,0.91,-0.1
2023-12-04,FanDuel,Basketball,KenPom,High defensive rating,SEC Champion- Auburn,N,0.1,600.0,C,0.1,2024 NCAAB SEC Champion,600.0,0.6,0.7,14.0,0.91,0.1
2023-12-04,FanDuel,Basketball,KenPom,High defensive rating,Big 10 Champion - Illinois,N,0.1,800.0,C,0.1,,800.0,0.8,0.9,11.0,0.91,0.1
2023-12-04,FanDuel,Basketball,NBA Advanced Stats,High defensive rating,Northwest Division Champion- OKC Thunder,N,0.1,500.0,C,0.1,,500.0,0.5,0.6,17.0,0.92,0.1
2023-12-04,FanDuel,Basketball,NBA Advanced Stats,High defensive rating,Atlantic Division Champion- NY Knicks,N,0.1,3100.0,L,,,3100.0,3.1,3.2,3.0,0.9,-0.1
2023-12-04,FanDuel,Basketball,NBA Advanced Stats,High defensive rating,Western Conference Champion- Minnesota Timberwolves,N,0.1,1200.0,C,0.1,,1200.0,1.2,1.3,8.0,0.91,0.1
2023-12-04,FanDuel,Basketball,NBA Advanced Stats,High defensive rating,Eastern Conference Champion- Orlando Magic,N,0.1,5500.0,C,0.1,,5500.0,5.5,5.6,2.0,0.9,0.1
2023-12-10,Caesars,Football,Internet,,NFC South Champion- Tampa Bay Buccaneers,N,0.1,375.0,W,,,375.0,0.38,0.48,21.0,0.92,0.48
2023-12-10,Caesars,Football,Internet,,NC Champion- Los Angeles Rams,N,0.1,5000.0,L,,,5000.0,5.0,5.1,2.0,0.9,-0.1
2023-12-10,Caesars,Football,Internet,,NFL Champion- Baltimore Ravens,N,0.1,650.0,C,0.1,,650.0,0.65,0.75,13.0,0.91,0.1
2024-02-09,DraftKings,Baseball,Intuition,,"AL MVP- Bobby Witt, Jr.",Y,0.1,2200.0,P,,,2200.0,2.2,2.2,4.0,0.9,0.0
2024-02-21,FanDuel,College Basketball,Neil Greenberg,,Champion- Arizona,N,1.0,1100.0,L,,2024 NCAAB Champion,1100.0,11.0,12.0,8.0,0.08,-1.0
2024-02-21,FanDuel,College Basketball,Neil Greenberg,,Champion- Auburn,N,1.0,2100.0,L,,2024 NCAAB Champion,2100.0,21.0,22.0,5.0,0.05,-1.0
2024-02-21,FanDuel,College Basketball,KenPom,,Champion- Tennessee,N,1.0,1400.0,L,,2024 NCAAB Champion,1400.0,14.0,15.0,7.0,0.07,-1.0
2024-02-21,FanDuel,College Basketball,Bart Torvik,,Champion- Alabama,N,1.0,2000.0,C,0.03,2024 NCAAB Champion,2000.0,20.0,21.0,5.0,0.05,0.03
2024-02-21,FanDuel,College Basketball,Bart Torvik,,Champion- Iowa State,N,1.0,2000.0,L,,2024 NCAAB Champion,2000.0,20.0,21.0,5.0,0.05,-1.0
2024-02-22,PointsBet,College Basketball,Intuition,,Champion- Kansas,Y,1.0,2000.0,L,,2024 NCAAB Champion,2000.0,20.0,20.0,5.0,0.05,0.0
2024-02-25,FanDuel,Baseball,Intuition,,"Stolen Bases Leader- Bobby Witt, Jr.",N,0.1,1100.0,L,,2024 MLB Stolen Bases Leader,1100.0,1.1,1.2,8.0,0.91,-0.1
2024-02-25,DraftKings,Baseball,Intuition,,AL Central Champion- KC Royals,C,0.2,850.0,C,0.24,,850.0,1.7,1.9,11.0,0.82,0.24
2024-02-26,DraftKings,College Baseball,Odds history,,Champion- Wake Forest,N,0.2,700.0,L,,2024 NCAA College Baseball Champion,700.0,1.4,1.6,12.0,0.82,-0.2
2024-02-26,DraftKings,College Baseball,Odds history,,Champion- Oregon State,N,0.2,1800.0,L,,2024 NCAA College Baseball Champion,1800.0,3.6,3.8,5.0,0.81,-0.2
2024-02-26,DraftKings,College Baseball,Odds history,,Champion- Florida,N,0.2,900.0,C,0.02,2024 NCAA College Baseball Champion,900.0,1.8,2.0,10.0,0.82,0.02
2024-02-26,DraftKings,College Baseball,Odds history,,Champion- Arkansas,N,0.2,1000.0,L,,2024 NCAA College Baseball Champion,1000.0,2.0,2.2,9.0,0.82,-0.2
2024-02-26,DraftKings,College Baseball,Odds history,,Champion- LSU,N,0.2,750.0,C,0.02,2024 NCAA College Baseball Champion,750.0,1.5,1.7,12.0,0.82,0.02
2024-02-26,DraftKings,Baseball,Intuition,,AL Central Top 2 Finish- DET/KC,N,0.2,1900.0,L,,2024 MLB AL Central Finish 1st and 2nd Place,1900.0,3.8,4.0,5.0,0.81,-0.2
2024-02-26,DraftKings,Baseball,Intuition,,AL Central Top 2 Finish- CLE/KC,N,0.2,2000.0,P,,2024 MLB AL Central Finish 1st and 2nd Place,2000.0,4.0,4.2,5.0,0.81,0.0
2024-02-26,DraftKings,Baseball,Intuition,,AL Central Top 2 Finish- MIN/KC,N,0.2,650.0,L,,2024 MLB AL Central Finish 1st and 2nd Place,650.0,1.3,1.5,13.0,0.83,-0.2
2024-02-26,DraftKings,Baseball,Trevor May,,World Series Exact - Orioles beat Braves,Y,0.1,4000.0,P,,2024 MLB World Series Exact,4000.0,4.0,4.0,2.0,0.9,0.0
2024-02-26,FanDuel,Baseball,Odds history,,Home Run Leader- Shohei Ohtani,N,0.2,900.0,L,,2024 MLB Home Run Leader,900.0,1.8,2.0,10.0,0.82,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Home Run Leader- Yordan Alvarez,N,0.2,1300.0,L,,2024 MLB Home Run Leader,1300.0,2.6,2.8,7.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Home Run Leader- Juan Soto,N,0.2,1400.0,L,,2024 MLB Home Run Leader,1400.0,2.8,3.0,7.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,"Home Run Leader- Vlad, Jr",N,0.2,1900.0,L,,2024 MLB Home Run Leader,1900.0,3.8,4.0,5.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Home Run Leader- Ronald Acuna,N,0.2,1900.0,L,,2024 MLB Home Run Leader,1900.0,3.8,4.0,5.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Hits Leader- Kyle Tucker,N,0.2,3000.0,L,,2024 MLB Hits Leader,3000.0,6.0,6.2,3.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Hits Leader- Jose Altuve,N,0.2,2100.0,L,,2024 MLB Hits Leader,2100.0,4.2,4.4,5.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Hits Leader- Freddie Freeman,N,0.2,1000.0,L,,2024 MLB Hits Leader,1000.0,2.0,2.2,9.0,0.82,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Hits Leader- Jose Ramirez,N,0.2,2100.0,L,,2024 MLB Hits Leader,2100.0,4.2,4.4,5.0,0.81,-0.2
2024-02-26,FanDuel,Baseball,Odds history,,Hits Leader- Bo Bichette,N,0.2,1200.0,L,,2024 MLB Hits Leader,1200.0,2.4,2.6,8.0,0.82,-0.2
2024-02-26,FanDuel,Baseball,Intuition,,"Triples Leader- Bobby Witt, Jr.",N,0.1,1100.0,P,,,1100.0,1.1,1.2,8.0,0.91,0.0
2023-03-01,FanDuel,College Basketball,Internet,,Mountain West Champion- San Diego State,N,0.1,650.0,L,,,650.0,0.65,0.75,13.0,0.91,-0.1
2023-03-01,FanDuel,College Basketball,Internet,,Big East Champion- Marquette,N,0.1,320.0,L,,,320.0,0.32,0.42,24.0,0.92,-0.1
2024-03-02,Caesars,Golf,Sportsline,,Masters Winner- Viktor Hovland,N,0.1,1400.0,L,,2024 PGA Masters,1400.0,1.4,1.5,7.0,0.91,-0.1
2024-03-02,Caesars,Golf,Sportsline,,Masters Winner- Justin Thomas,N,0.1,2500.0,L,,2024 PGA Masters,2500.0,2.5,2.6,4.0,0.9,-0.1
2024-03-02,Caesars,Golf,Sportsline,,Masters Winner- Jon Rahm,N,0.1,900.0,L,,2024 PGA Masters,900.0,0.9,1.0,10.0,0.91,-0.1
2024-03-02,Caesars,Golf,Sportsline,,Masters Winner- Rory McIlroy,N,0.1,900.0,L,,2024 PGA Masters,900.0,0.9,1.0,10.0,0.91,-0.1
2024-03-02,Caesars,Golf,Sportsline,,Masters Winner- Scottie Scheffler,N,0.1,800.0,W,,2024 PGA Masters,800.0,0.8,0.9,11.0,0.91,0.9
2024-03-13,DraftKings,Golf,Sportsline,,Players Winner- Scottie Scheffler,N,0.1,850.0,W,,2024 PGA Players Winner,850.0,0.85,0.95,11.0,0.91,0.95
2024-03-13,DraftKings,Golf,Sportsline,,Players Winner- Collin Morikawa,N,0.1,2800.0,L,,2024 PGA Players Winner,2800.0,2.8,2.9,3.0,0.9,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Winner- Will Zalatoris,N,0.1,2800.0,L,,2024 PGA Players Winner,2800.0,2.8,2.9,3.0,0.9,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Winner- Corey Conners,N,0.1,6000.0,L,,2024 PGA Players Winner,6000.0,6.0,6.1,2.0,0.9,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Winner- Aaron Rai,N,0.1,10000.0,L,,2024 PGA Players Winner,10000.0,10.0,10.1,1.0,0.9,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Top 5- Rory McIlroy,N,0.1,330.0,L,,2024 PGA Players Top 5,330.0,0.33,0.43,23.0,0.92,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Top 5- Justin Thomas,N,0.1,500.0,L,,2024 PGA Players Top 5,500.0,0.5,0.6,17.0,0.92,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Top 5- Collin Morikawa,N,0.1,550.0,L,,2024 PGA Players Top 5,550.0,0.55,0.65,15.0,0.92,-0.1
2024-03-13,DraftKings,Golf,Sportsline,,Players Top 5- Xander Schauffele,N,0.1,400.0,W,,2024 PGA Players Top 5,400.0,0.4,0.5,20.0,0.92,0.5
2024-03-13,DraftKings,Golf,Sportsline,,Players Top 5- Patrick Cantlay,N,0.1,600.0,L,,2024 PGA Players Top 5,600.0,0.6,0.7,14.0,0.91,-0.1
2024-03-13,DraftKings,Baseball,Sportsline,,AL Winner- Mariners,N,0.1,900.0,C,0.01,2024 MLB AL Champion,900.0,0.9,1.0,10.0,0.91,0.01
2024-03-13,DraftKings,Baseball,Sportsline,,AL Winner- Guardians,N,0.1,2800.0,C,0.19,2024 MLB AL Champion,2800.0,2.8,2.9,3.0,0.9,0.19
2024-03-13,DraftKings,Baseball,Sportsline,,MLB Champion- Yankees,N,0.1,1000.0,P,,2024 MLB Champion,1000.0,1.0,1.1,9.0,0.91,0.0
2024-03-13,DraftKings,Baseball,Sportsline,,MLB Champion- Phillies,N,0.1,1500.0,P,,2024 MLB Champion,1500.0,1.5,1.6,6.0,0.91,0.0
2024-03-13,DraftKings,Baseball,Sportsline,,AL Cy Young- Cole Ragans,N,0.1,1800.0,L,,2024 AL Cy Young,1800.0,1.8,1.9,5.0,0.9,-0.1
2024-03-13,DraftKings,Baseball,Intuition,,"Runs Leader- Bobby Witt, Jr.",N,0.1,1300.0,P,,,1300.0,1.3,1.4,7.0,0.91,0.0
2024-03-13,DraftKings,Baseball,Intuition,,"Doubles Leader- Bobby Witt, Jr.",N,0.1,2500.0,P,,,2500.0,2.5,2.6,4.0,0.9,0.0
2024-03-13,DraftKings,Baseball,Intuition,,League Playoff Seed- Royals #6,N,0.1,2000.0,P,,,2000.0,2.0,2.1,5.0,0.9,0.0
2024-03-17,DraftKings,Baseball,Laghezza,,Home Run Leader- Adolis Garcia,N,0.1,4500.0,L,,2024 MLB Home Run Leader,4500.0,4.5,4.6,2.0,0.9,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,Home Run Leader- Oneil Cruz,N,0.1,11000.0,L,,2024 MLB Home Run Leader,11000.0,11.0,11.1,1.0,0.9,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,Home Run Leader- Marcell Ozuna,N,0.1,9500.0,L,,2024 MLB Home Run Leader,9500.0,9.5,9.6,1.0,0.9,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,Home Run Leader- Jake Burger,N,0.1,12000.0,L,,2024 MLB Home Run Leader,12000.0,12.0,12.1,1.0,0.9,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,"Hits Leader- Vlad, Jr.",N,0.1,6500.0,L,,2024 MLB Hits Leader,6500.0,6.5,6.6,2.0,0.9,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,Stolen Bases Leader- CJ Abrams,N,0.1,850.0,L,,2024 MLB Stolen Bases Leader,850.0,0.85,0.95,11.0,0.91,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,Stolen Bases Leader- Nico Hoerner,N,0.1,4500.0,L,,2024 MLB Stolen Bases Leader,4500.0,4.5,4.6,2.0,0.9,-0.1
2024-03-17,DraftKings,Baseball,Laghezza,,Saves Leader- Raisel Iglesias,N,0.1,1500.0,L,,2024 MLB Saves Leader,1500.0,1.5,1.6,6.0,0.91,-0.1
2024-03-17,FanDuel,Baseball,Laghezza,,Saves Leader- Andres Munoz,N,0.1,2100.0,L,,2024 MLB Saves Leader,2100.0,2.1,2.2,5.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Sheehan Newsletter,,RBI Leader- Nolan Arenado,N,0.1,5500.0,L,,2024 MLB RBI Leader,5500.0,5.5,5.6,2.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Sheehan Newsletter,,RBI Leader- Alex Bregman,N,0.1,5500.0,L,,2024 MLB RBI Leader,5500.0,5.5,5.6,2.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Internet,https://www.mlb.com/news/mlb-strikeout-leader-candidates-for-2024,K Leader- Hunter Greene,N,0.1,1400.0,L,,2024 MLB K Leader,1400.0,1.4,1.5,7.0,0.91,-0.1
2024-03-19,DraftKings,Baseball,Internet,https://www.sportsbookreview.com/picks/mlb/baseball-strikeout-leader-odds/,K Leader- Cole Ragans,N,0.1,2500.0,L,,2024 MLB K Leader,2500.0,2.5,2.6,4.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Internet,https://www.sportsbookreview.com/picks/mlb/baseball-strikeout-leader-odds/,K Leader- Kodai Senga,N,0.1,2000.0,L,,2024 MLB K Leader,2000.0,2.0,2.1,5.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Internet,https://www.actionnetwork.com/mlb/mlb-predictions-2024-stat-leaders-best-bets-home-runs-strikeouts-stolen-bases,K Leader- Nick Pivetta,N,0.1,5000.0,L,,2024 MLB K Leader,5000.0,5.0,5.1,2.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Internet,https://www.sportsbookreview.com/picks/mlb/rbi-leader-odds/,RBI Leader- Shohei Ohtani,N,0.1,900.0,L,,2024 MLB RBI Leader,900.0,0.9,1.0,10.0,0.91,-0.1
2024-03-19,DraftKings,Baseball,Internet,https://www.sportsbookreview.com/picks/mlb/rbi-leader-odds/,RBI Leader- Ronald Acuna,N,0.1,3000.0,L,,2024 MLB RBI Leader,3000.0,3.0,3.1,3.0,0.9,-0.1
2024-03-19,DraftKings,Baseball,Intuition,,"RBI Leader- Bobby Witt, Jr.",N,0.1,7000.0,L,,2024 MLB RBI Leader,7000.0,7.0,7.1,1.0,0.9,-0.1
2024-03-26,DraftKings,Baseball,Action Network,+200 odds boost,Home Run Leader- Austin Riley,N,0.1,2100.0,L,,2024 MLB Home Run Leader,2100.0,2.1,2.2,5.0,0.9,-0.1
2024-03-26,DraftKings,Baseball,Action Network,,Stolen Bases Leader- Julio Rodriguez,N,0.1,3000.0,L,,,3000.0,3.0,3.1,3.0,0.9,-0.1
2024-03-26,DraftKings,Baseball,Action Network,,Division 1st Place- Rays,N,0.1,550.0,L,,,550.0,0.55,0.65,15.0,0.92,-0.1
2024-03-26,DraftKings,Baseball,Action Network,,Division 3rd Place- Royals,N,0.1,260.0,P,,,260.0,0.26,0.36,28.0,0.93,0.0
2024-03-26,DraftKings,Baseball,Action Network,,"Division 1,2,3- Min, Cle, KC",N,0.1,800.0,L,,,800.0,0.8,0.9,11.0,0.91,-0.1
2024-03-26,DraftKings,Baseball,Action Network,,Royals 65-70 wins,N,0.1,450.0,L,,,450.0,0.45,0.55,18.0,0.92,-0.1
2024-03-31,DraftKings,Baseball,Sheehan Newsletter,,World Series Exact - Dodgers beat Astros,N,0.1,1800.0,P,,2024 MLB World Series Exact,1800.0,1.8,1.9,5.0,0.9,0.0
2024-03-31,DraftKings,Basketball,NBA Advanced Stats,High defensive rating,Western Conference Champion- OKC Thunder,N,0.1,800.0,C,0.12,,800.0,0.8,0.9,11.0,0.91,0.12
2024-04-18,FanDuel,Basketball,Sportsline,,Series Win- Knicks,N,0.1,-108.0,W,,,108.0,0.09,0.19,52.0,0.95,0.19
2024-04-18,FanDuel,Basketball,Sportsline,,Series Win- Pacers,N,0.1,100.0,W,,,100.0,0.1,0.2,50.0,0.95,0.2
2024-04-20,DraftKings,Golf,Sportsline,,2024 PGA Championship Winner- Scottie Scheffler,N,0.1,400.0,L,,2024 PGA Championship Winner,400.0,0.4,0.5,20.0,0.92,-0.1
2024-04-20,DraftKings,Golf,Sportsline,,2024 PGA Championship Winner- Collin Morikawa,N,0.1,2200.0,L,,2024 PGA Championship Winner,2200.0,2.2,2.3,4.0,0.9,-0.1
2024-04-20,DraftKings,Golf,Sportsline,,2024 PGA Championship Winner- Ludvig Aberg,N,0.1,1800.0,L,,2024 PGA Championship Winner,1800.0,1.8,1.9,5.0,0.9,-0.1
2024-04-20,DraftKings,Golf,Sportsline,,2024 PGA Championship Winner- Rory McIlroy,N,0.1,900.0,L,,2024 PGA Championship Winner,900.0,0.9,1.0,10.0,0.91,-0.1
2024-04-20,DraftKings,Golf,Sportsline,,2024 PGA Championship Winner- Jon Rahm,N,0.1,1000.0,L,,2024 PGA Championship Winner,1000.0,1.0,1.1,9.0,0.91,-0.1
2024-05-02,Fanatics,Basketball,Intuition,,Series Winner- Wolves,Y,0.2,165.0,W,,,165.0,0.33,0.33,38.0,0.88,0.33
2024-05-23,DraftKings,Baseball,Intuition,,AL Cy Young- Seth Lugo,N,0.1,2200.0,L,,2024 AL Cy Young,2200.0,2.2,2.3,4.0,0.9,-0.1
2024-08-06,DraftKings,Baseball,Sheehan Newsletter,,NL West Winner- Padres,N,,,P,,,,,,,,0.0
2024-09-01,Caesars,Baseball,Sheehan Newsletter,,Make Playoffs- Cubs,N,,,P,,,,,,,,0.0
